eventid, userid, eventtime, type, diffgold, diffpower, difflevel
7729,634,2022-12-18 18:15:50,1,-5795,52991,0
7730,303,2022-12-18 18:15:53,2,4982,0,0
7731,636,2022-12-18 18:16:30,2,57589,0,0
7732,801,2022-12-18 18:16:45,1,-11460,62752,0
7733,694,2022-12-18 18:17:18,2,24093,0,0
7734,377,2022-12-18 18:17:23,3,0,0,1
7735,669,2022-12-18 18:18:09,3,0,0,1
7736,990,2022-12-18 18:18:44,1,-2887,92123,0
7737,892,2022-12-18 18:18:54,2,20075,0,0
7738,938,2022-12-18 18:19:26,3,0,0,2
7739,216,2022-12-18 18:19:52,3,0,0,1
7740,765,2022-12-18 18:20:29,3,0,0,2
7741,396,2022-12-18 18:20:58,3,0,0,1
7742,326,2022-12-18 18:21:19,3,0,0,2
7743,353,2022-12-18 18:21:47,2,70884,0,0
7744,970,2022-12-18 18:21:51,1,-1169,69218,0
7745,341,2022-12-18 18:21:56,1,-96694,42353,0
7746,337,2022-12-18 18:22:42,3,0,0,1
7747,546,2022-12-18 18:23:03,1,-80631,21438,0
7748,507,2022-12-18 18:23:28,2,39331,0,0
7749,460,2022-12-18 18:23:46,3,0,0,1
7750,421,2022-12-18 18:24:17,2,43982,0,0
7751,811,2022-12-18 18:24:46,2,78515,0,0
7752,253,2022-12-18 18:25:17,3,0,0,1
7753,765,2022-12-18 18:25:23,1,-32752,34359,0
7754,236,2022-12-18 18:26:00,3,0,0,2
7755,657,2022-12-18 18:26:05,2,81949,0,0
7756,159,2022-12-18 18:26:52,1,-50481,66454,0
7757,982,2022-12-18 18:27:03,2,37653,0,0
7758,893,2022-12-18 18:27:27,2,60723,0,0
7759,395,2022-12-18 18:28:04,1,-88733,77352,0
7760,128,2022-12-18 18:28:47,2,2846,0,0
7761,169,2022-12-18 18:28:53,3,0,0,2
7762,527,2022-12-18 18:29:34,1,-7225,85304,0
7763,724,2022-12-18 18:30:14,2,8561,0,0
7764,797,2022-12-18 18:30:43,3,0,0,1
7765,604,2022-12-18 18:31:19,2,78889,0,0
7766,905,2022-12-18 18:31:37,3,0,0,1
7767,237,2022-12-18 18:31:52,1,-70268,69937,0
7768,380,2022-12-18 18:32:38,3,0,0,1
7769,718,2022-12-18 18:32:59,3,0,0,1
7770,679,2022-12-18 18:33:07,2,45863,0,0
7771,22,2022-12-18 18:33:25,1,-81156,65914,0
7772,288,2022-12-18 18:34:05,1,-32630,48781,0
7773,290,2022-12-18 18:34:37,2,36526,0,0
7774,391,2022-12-18 18:35:08,3,0,0,1
7775,465,2022-12-18 18:35:53,1,-51056,37867,0
7776,505,2022-12-18 18:36:18,1,-2008,50527,0
7777,272,2022-12-18 18:36:27,1,-24693,15288,0
7778,482,2022-12-18 18:37:16,1,-80484,34843,0
7779,593,2022-12-18 18:37:40,2,85101,0,0
7780,49,2022-12-18 18:37:53,1,-60254,86699,0
7781,761,2022-12-18 18:38:10,3,0,0,1
7782,208,2022-12-18 18:38:24,2,57229,0,0
7783,452,2022-12-18 18:39:11,1,-42192,12625,0
7784,613,2022-12-18 18:39:13,3,0,0,2
7785,312,2022-12-18 18:39:17,1,-13511,83357,0
7786,888,2022-12-18 18:39:47,2,78851,0,0
7787,130,2022-12-18 18:40:16,3,0,0,1
7788,406,2022-12-18 18:40:22,2,68127,0,0
7789,945,2022-12-18 18:40:43,1,-12353,56303,0
7790,534,2022-12-18 18:41:26,3,0,0,1
7791,278,2022-12-18 18:41:48,1,-20679,90911,0
7792,175,2022-12-18 18:42:15,2,74501,0,0
7793,998,2022-12-18 18:42:35,2,33521,0,0
7794,569,2022-12-18 18:42:42,2,61892,0,0
7795,579,2022-12-18 18:43:17,1,-29443,57185,0
7796,510,2022-12-18 18:43:22,2,4769,0,0
7797,995,2022-12-18 18:44:07,3,0,0,1
7798,873,2022-12-18 18:44:42,2,86306,0,0
7799,181,2022-12-18 18:45:30,1,-40279,72740,0
7800,754,2022-12-18 18:45:57,2,55063,0,0
7801,854,2022-12-18 18:46:14,2,80108,0,0
7802,378,2022-12-18 18:46:17,2,5847,0,0
7803,128,2022-12-18 18:46:19,3,0,0,1
7804,392,2022-12-18 18:46:40,1,-25127,99736,0
7805,476,2022-12-18 18:47:04,3,0,0,2
7806,983,2022-12-18 18:47:27,3,0,0,1
7807,748,2022-12-18 18:48:01,3,0,0,1
7808,805,2022-12-18 18:48:47,1,-29370,64852,0
7809,951,2022-12-18 18:49:06,2,85667,0,0
7810,566,2022-12-18 18:49:56,3,0,0,2
7811,732,2022-12-18 18:50:39,3,0,0,2
7812,362,2022-12-18 18:50:50,2,21793,0,0
7813,722,2022-12-18 18:51:16,1,-52447,39681,0
7814,662,2022-12-18 18:51:43,1,-12690,24250,0
7815,245,2022-12-18 18:51:53,3,0,0,1
7816,76,2022-12-18 18:52:03,2,12941,0,0
7817,82,2022-12-18 18:52:37,1,-66083,59110,0
7818,893,2022-12-18 18:52:53,2,40540,0,0
7819,949,2022-12-18 18:52:57,3,0,0,2
7820,980,2022-12-18 18:53:29,1,-63760,22620,0
7821,942,2022-12-18 18:54:08,2,60535,0,0
7822,410,2022-12-18 18:54:27,1,-15170,76114,0
7823,63,2022-12-18 18:54:43,3,0,0,1
7824,741,2022-12-18 18:55:11,2,60642,0,0
7825,915,2022-12-18 18:55:39,2,12121,0,0
7826,258,2022-12-18 18:55:42,1,-74550,19025,0
7827,206,2022-12-18 18:56:03,3,0,0,1
7828,705,2022-12-18 18:56:46,1,-17791,84416,0
7829,731,2022-12-18 18:56:49,2,39962,0,0
7830,31,2022-12-18 18:56:56,1,-20053,25150,0
7831,707,2022-12-18 18:56:58,3,0,0,2
7832,631,2022-12-18 18:57:14,1,-15732,39026,0
7833,230,2022-12-18 18:57:40,1,-44188,87222,0
7834,88,2022-12-18 18:57:58,2,17622,0,0
7835,55,2022-12-18 18:58:47,2,52259,0,0
7836,986,2022-12-18 18:58:50,2,44794,0,0
7837,35,2022-12-18 18:59:18,1,-59125,81618,0
7838,362,2022-12-18 18:59:25,2,51805,0,0
7839,104,2022-12-18 18:59:36,3,0,0,2
7840,879,2022-12-18 19:00:18,1,-542,61934,0
7841,210,2022-12-18 19:00:54,3,0,0,1
7842,974,2022-12-18 19:01:14,3,0,0,2
7843,20,2022-12-18 19:01:30,2,79307,0,0
7844,18,2022-12-18 19:01:58,1,-76459,33287,0
7845,118,2022-12-18 19:02:38,1,-31807,53872,0
7846,588,2022-12-18 19:03:16,2,3501,0,0
7847,309,2022-12-18 19:03:52,2,47005,0,0
7848,835,2022-12-18 19:03:57,2,58226,0,0
7849,679,2022-12-18 19:04:12,1,-6358,22266,0
7850,125,2022-12-18 19:04:31,1,-45753,32527,0
7851,466,2022-12-18 19:04:57,1,-19967,43500,0
7852,578,2022-12-18 19:05:27,1,-9260,75432,0
7853,423,2022-12-18 19:05:39,3,0,0,1
7854,793,2022-12-18 19:06:12,1,-56405,22782,0
7855,635,2022-12-18 19:06:29,2,84204,0,0
7856,231,2022-12-18 19:07:05,2,5209,0,0
7857,491,2022-12-18 19:07:38,3,0,0,2
7858,140,2022-12-18 19:08:20,2,28134,0,0
7859,852,2022-12-18 19:09:01,2,57258,0,0
7860,239,2022-12-18 19:09:40,2,58140,0,0
7861,776,2022-12-18 19:09:49,1,-56340,15214,0
7862,337,2022-12-18 19:10:04,2,54161,0,0
7863,264,2022-12-18 19:10:11,1,-92883,60523,0
7864,242,2022-12-18 19:10:18,2,47961,0,0
7865,940,2022-12-18 19:10:38,3,0,0,2
7866,742,2022-12-18 19:11:16,1,-16740,37865,0
7867,87,2022-12-18 19:12:01,2,34296,0,0
7868,498,2022-12-18 19:12:08,2,14765,0,0
7869,802,2022-12-18 19:12:48,1,-44450,94142,0
7870,481,2022-12-18 19:12:55,2,34465,0,0
7871,106,2022-12-18 19:13:16,1,-69910,13566,0
7872,989,2022-12-18 19:13:34,3,0,0,2
7873,789,2022-12-18 19:13:45,2,78306,0,0
7874,399,2022-12-18 19:14:30,1,-73471,702,0
7875,88,2022-12-18 19:14:40,3,0,0,1
7876,618,2022-12-18 19:15:22,3,0,0,1
7877,607,2022-12-18 19:16:10,3,0,0,1
7878,602,2022-12-18 19:16:33,3,0,0,2
7879,850,2022-12-18 19:16:52,1,-16439,30521,0
7880,140,2022-12-18 19:17:19,3,0,0,1
7881,22,2022-12-18 19:18:07,2,73113,0,0
7882,818,2022-12-18 19:18:55,2,48892,0,0
7883,716,2022-12-18 19:19:01,3,0,0,2
7884,695,2022-12-18 19:19:33,3,0,0,1
7885,406,2022-12-18 19:20:22,1,-53899,37101,0
7886,184,2022-12-18 19:20:44,1,-53704,18436,0
7887,468,2022-12-18 19:20:54,3,0,0,2
7888,557,2022-12-18 19:21:42,3,0,0,2
7889,603,2022-12-18 19:22:06,3,0,0,1
7890,253,2022-12-18 19:22:21,2,45999,0,0
7891,670,2022-12-18 19:22:26,2,66255,0,0
7892,180,2022-12-18 19:23:09,3,0,0,2
7893,960,2022-12-18 19:23:42,3,0,0,2
7894,178,2022-12-18 19:24:22,1,-94624,50075,0
7895,273,2022-12-18 19:24:48,3,0,0,1
7896,853,2022-12-18 19:24:57,3,0,0,1
7897,962,2022-12-18 19:25:02,1,-84694,70380,0
7898,24,2022-12-18 19:25:22,1,-58129,2842,0
7899,505,2022-12-18 19:26:08,3,0,0,2
7900,645,2022-12-18 19:26:20,1,-30741,32726,0
7901,803,2022-12-18 19:27:06,1,-62601,66147,0
7902,179,2022-12-18 19:27:22,1,-48174,74630,0
7903,539,2022-12-18 19:27:28,1,-95312,60537,0
7904,156,2022-12-18 19:27:43,3,0,0,1
7905,323,2022-12-18 19:28:29,1,-38533,83744,0
7906,651,2022-12-18 19:29:17,1,-87429,36951,0
7907,829,2022-12-18 19:29:19,3,0,0,2
7908,847,2022-12-18 19:29:39,2,67588,0,0
7909,582,2022-12-18 19:29:53,2,94134,0,0
7910,830,2022-12-18 19:30:02,3,0,0,2
7911,854,2022-12-18 19:30:10,1,-5529,84683,0
7912,228,2022-12-18 19:30:54,2,12882,0,0
7913,511,2022-12-18 19:31:06,1,-82619,11800,0
7914,291,2022-12-18 19:31:15,3,0,0,2
7915,697,2022-12-18 19:31:56,3,0,0,2
7916,148,2022-12-18 19:32:20,1,-80669,75085,0
7917,102,2022-12-18 19:32:52,3,0,0,1
7918,125,2022-12-18 19:33:35,2,30518,0,0
7919,564,2022-12-18 19:34:16,2,18848,0,0
7920,747,2022-12-18 19:34:45,2,78071,0,0
7921,277,2022-12-18 19:35:05,2,63097,0,0
7922,478,2022-12-18 19:35:28,2,4790,0,0
7923,171,2022-12-18 19:35:57,2,95759,0,0
7924,268,2022-12-18 19:36:13,3,0,0,1
7925,632,2022-12-18 19:36:20,2,54850,0,0
7926,717,2022-12-18 19:36:23,2,95692,0,0
7927,441,2022-12-18 19:36:27,3,0,0,1
7928,515,2022-12-18 19:37:10,1,-72083,26955,0
7929,585,2022-12-18 19:37:12,2,45057,0,0
7930,687,2022-12-18 19:37:35,3,0,0,2
7931,289,2022-12-18 19:38:19,2,42825,0,0
7932,734,2022-12-18 19:38:57,1,-3975,56869,0
7933,821,2022-12-18 19:39:31,3,0,0,1
7934,460,2022-12-18 19:39:56,3,0,0,2
7935,312,2022-12-18 19:39:59,1,-65288,5415,0
7936,585,2022-12-18 19:40:06,2,10917,0,0
7937,196,2022-12-18 19:40:54,1,-45022,16393,0
7938,866,2022-12-18 19:40:59,1,-18794,64258,0
7939,930,2022-12-18 19:41:49,3,0,0,2
7940,448,2022-12-18 19:42:16,2,85904,0,0
7941,887,2022-12-18 19:42:43,1,-17815,80851,0
7942,326,2022-12-18 19:43:26,1,-35491,6481,0
7943,610,2022-12-18 19:43:33,1,-2956,85602,0
7944,477,2022-12-18 19:44:15,2,56602,0,0
7945,219,2022-12-18 19:44:51,2,90376,0,0
7946,871,2022-12-18 19:45:26,2,56946,0,0
7947,414,2022-12-18 19:45:30,2,29166,0,0
7948,589,2022-12-18 19:46:03,3,0,0,2
7949,153,2022-12-18 19:46:20,1,-92671,11896,0
7950,209,2022-12-18 19:46:29,3,0,0,1
7951,870,2022-12-18 19:47:02,3,0,0,2
7952,881,2022-12-18 19:47:50,1,-6649,63114,0
7953,228,2022-12-18 19:48:13,3,0,0,2
7954,614,2022-12-18 19:48:39,3,0,0,1
7955,634,2022-12-18 19:48:56,3,0,0,2
7956,213,2022-12-18 19:49:43,1,-84793,16527,0
7957,394,2022-12-18 19:50:31,1,-60774,5025,0
7958,915,2022-12-18 19:51:04,1,-27725,30908,0
7959,174,2022-12-18 19:51:16,2,24993,0,0
7960,368,2022-12-18 19:51:38,2,76165,0,0
7961,766,2022-12-18 19:52:27,3,0,0,2
7962,74,2022-12-18 19:53:06,2,83732,0,0
7963,123,2022-12-18 19:53:23,3,0,0,2
7964,813,2022-12-18 19:53:49,2,10083,0,0
7965,274,2022-12-18 19:54:07,1,-74215,47974,0
7966,134,2022-12-18 19:54:25,3,0,0,2
7967,647,2022-12-18 19:54:36,1,-59154,37230,0
7968,248,2022-12-18 19:54:53,3,0,0,2
7969,294,2022-12-18 19:55:10,2,5816,0,0
7970,946,2022-12-18 19:55:22,3,0,0,2
7971,542,2022-12-18 19:56:02,3,0,0,2
7972,791,2022-12-18 19:56:08,1,-95856,79476,0
7973,214,2022-12-18 19:56:32,1,-18174,73231,0
7974,506,2022-12-18 19:57:14,1,-70338,52929,0
7975,334,2022-12-18 19:57:46,2,58202,0,0
7976,656,2022-12-18 19:57:51,2,78659,0,0
7977,806,2022-12-18 19:58:18,3,0,0,1
7978,763,2022-12-18 19:58:24,1,-10431,41152,0
7979,460,2022-12-18 19:58:37,2,40017,0,0
7980,552,2022-12-18 19:59:10,3,0,0,1
7981,412,2022-12-18 19:59:15,3,0,0,2
7982,335,2022-12-18 20:00:03,1,-22196,57302,0
7983,904,2022-12-18 20:00:36,1,-20926,12672,0
7984,591,2022-12-18 20:00:50,1,-17295,56931,0
7985,353,2022-12-18 20:00:56,1,-28659,90161,0
7986,840,2022-12-18 20:01:35,2,67788,0,0
7987,907,2022-12-18 20:02:25,2,91567,0,0
7988,403,2022-12-18 20:02:38,3,0,0,2
7989,178,2022-12-18 20:03:26,1,-97296,89673,0
7990,89,2022-12-18 20:03:52,1,-57911,31608,0
7991,370,2022-12-18 20:04:16,1,-71070,45425,0
7992,584,2022-12-18 20:04:57,3,0,0,2
7993,978,2022-12-18 20:05:36,2,66184,0,0
7994,734,2022-12-18 20:06:06,1,-70102,99934,0
7995,391,2022-12-18 20:06:22,2,20314,0,0
7996,961,2022-12-18 20:06:33,1,-88755,22497,0
7997,975,2022-12-18 20:07:00,3,0,0,2
7998,951,2022-12-18 20:07:02,3,0,0,2
7999,793,2022-12-18 20:07:11,1,-69141,43966,0
8000,924,2022-12-18 20:07:12,1,-40168,4133,0
8001,974,2022-12-18 20:07:59,3,0,0,1
8002,590,2022-12-18 20:08:05,3,0,0,1
8003,546,2022-12-18 20:08:51,2,9279,0,0
8004,515,2022-12-18 20:09:36,3,0,0,1
8005,195,2022-12-18 20:09:53,1,-54077,74207,0
8006,606,2022-12-18 20:10:37,3,0,0,2
8007,503,2022-12-18 20:10:45,2,31482,0,0
8008,71,2022-12-18 20:11:25,2,20571,0,0
8009,777,2022-12-18 20:11:31,3,0,0,1
8010,690,2022-12-18 20:12:00,3,0,0,1
8011,748,2022-12-18 20:12:30,3,0,0,2
8012,6,2022-12-18 20:12:34,1,-80464,14408,0
8013,909,2022-12-18 20:12:47,2,30488,0,0
8014,161,2022-12-18 20:12:57,3,0,0,2
8015,740,2022-12-18 20:12:59,1,-39396,49140,0
8016,922,2022-12-18 20:13:39,2,99604,0,0
8017,115,2022-12-18 20:14:11,3,0,0,2
8018,435,2022-12-18 20:14:28,2,16618,0,0
8019,436,2022-12-18 20:14:39,1,-7215,49577,0
8020,869,2022-12-18 20:14:47,3,0,0,2
8021,241,2022-12-18 20:14:55,3,0,0,1
8022,965,2022-12-18 20:15:31,3,0,0,2
8023,891,2022-12-18 20:15:50,1,-36027,62224,0
8024,719,2022-12-18 20:16:27,3,0,0,1
8025,261,2022-12-18 20:17:13,2,2449,0,0
8026,714,2022-12-18 20:17:44,1,-40452,96654,0
8027,10,2022-12-18 20:18:32,1,-98653,324,0
8028,153,2022-12-18 20:18:59,1,-88132,59085,0
8029,294,2022-12-18 20:19:14,1,-39946,7870,0
8030,900,2022-12-18 20:19:23,2,51256,0,0
8031,963,2022-12-18 20:19:50,3,0,0,2
8032,393,2022-12-18 20:19:55,1,-69250,99701,0
8033,752,2022-12-18 20:20:38,1,-47085,30752,0
8034,747,2022-12-18 20:20:39,3,0,0,2
8035,109,2022-12-18 20:21:02,1,-46113,94686,0
8036,558,2022-12-18 20:21:12,3,0,0,1
8037,61,2022-12-18 20:21:35,1,-59972,2770,0
8038,930,2022-12-18 20:22:23,1,-8548,14313,0
8039,240,2022-12-18 20:23:10,3,0,0,1
8040,190,2022-12-18 20:23:43,2,91511,0,0
8041,790,2022-12-18 20:23:47,1,-38869,18235,0
8042,198,2022-12-18 20:24:17,2,89393,0,0
8043,831,2022-12-18 20:25:05,3,0,0,1
8044,392,2022-12-18 20:25:29,2,88215,0,0
8045,160,2022-12-18 20:26:19,2,70779,0,0
8046,500,2022-12-18 20:26:27,3,0,0,1
8047,384,2022-12-18 20:26:47,1,-8140,35562,0
8048,360,2022-12-18 20:27:37,3,0,0,2
8049,376,2022-12-18 20:27:51,2,36158,0,0
8050,292,2022-12-18 20:27:52,2,62653,0,0
8051,53,2022-12-18 20:28:03,1,-95401,61954,0
8052,861,2022-12-18 20:28:05,2,9278,0,0
8053,164,2022-12-18 20:28:14,2,41270,0,0
8054,12,2022-12-18 20:29:01,2,45154,0,0
8055,100,2022-12-18 20:29:08,3,0,0,1
8056,320,2022-12-18 20:29:27,3,0,0,1
8057,408,2022-12-18 20:30:15,3,0,0,2
8058,706,2022-12-18 20:30:48,2,53531,0,0
8059,387,2022-12-18 20:30:49,3,0,0,1
8060,187,2022-12-18 20:31:05,3,0,0,2
8061,535,2022-12-18 20:31:40,2,91420,0,0
8062,223,2022-12-18 20:32:19,3,0,0,2
8063,167,2022-12-18 20:33:02,3,0,0,1
8064,675,2022-12-18 20:33:04,2,45840,0,0
8065,36,2022-12-18 20:33:07,3,0,0,2
8066,207,2022-12-18 20:33:33,1,-516,32720,0
8067,791,2022-12-18 20:34:11,3,0,0,1
8068,280,2022-12-18 20:34:59,3,0,0,2
8069,84,2022-12-18 20:35:45,3,0,0,2
8070,583,2022-12-18 20:36:08,2,8815,0,0
8071,111,2022-12-18 20:36:16,3,0,0,1
8072,562,2022-12-18 20:36:52,3,0,0,1
8073,698,2022-12-18 20:37:07,1,-3438,27436,0
8074,564,2022-12-18 20:37:37,1,-63784,51581,0
8075,450,2022-12-18 20:38:21,3,0,0,2
8076,524,2022-12-18 20:38:34,2,47993,0,0
8077,762,2022-12-18 20:38:49,2,63520,0,0
8078,201,2022-12-18 20:38:57,3,0,0,2
8079,916,2022-12-18 20:38:59,2,12671,0,0
8080,525,2022-12-18 20:39:38,3,0,0,1
8081,619,2022-12-18 20:40:23,1,-13707,65126,0
8082,647,2022-12-18 20:41:00,1,-26510,43770,0
8083,641,2022-12-18 20:41:21,2,47690,0,0
8084,127,2022-12-18 20:41:47,1,-21530,99408,0
8085,250,2022-12-18 20:42:07,2,19322,0,0
8086,158,2022-12-18 20:42:25,2,56450,0,0
8087,889,2022-12-18 20:43:15,3,0,0,1
8088,438,2022-12-18 20:43:45,2,47789,0,0
8089,606,2022-12-18 20:44:01,3,0,0,1
8090,308,2022-12-18 20:44:25,3,0,0,2
8091,430,2022-12-18 20:45:01,1,-40876,6667,0
8092,828,2022-12-18 20:45:06,3,0,0,1
8093,714,2022-12-18 20:45:24,1,-89482,50745,0
8094,907,2022-12-18 20:45:42,1,-4776,59654,0
8095,718,2022-12-18 20:46:10,1,-41050,44247,0
8096,529,2022-12-18 20:46:52,2,49148,0,0
8097,493,2022-12-18 20:47:00,2,50123,0,0
8098,138,2022-12-18 20:47:17,1,-1261,52797,0
8099,886,2022-12-18 20:47:19,2,12992,0,0
8100,846,2022-12-18 20:47:24,1,-87892,62397,0
8101,976,2022-12-18 20:47:46,2,78174,0,0
8102,672,2022-12-18 20:48:34,1,-21050,96601,0
8103,311,2022-12-18 20:48:47,3,0,0,2
8104,616,2022-12-18 20:49:30,1,-79346,73230,0
8105,970,2022-12-18 20:49:42,3,0,0,1
8106,45,2022-12-18 20:49:44,1,-95575,93288,0
8107,609,2022-12-18 20:50:24,2,64135,0,0
8108,738,2022-12-18 20:50:54,1,-30564,52578,0
8109,569,2022-12-18 20:51:22,1,-1148,29772,0
8110,199,2022-12-18 20:51:59,2,91810,0,0
8111,279,2022-12-18 20:52:38,3,0,0,1
8112,656,2022-12-18 20:52:47,3,0,0,2
8113,654,2022-12-18 20:53:22,3,0,0,2
8114,767,2022-12-18 20:53:35,1,-55666,41299,0
8115,691,2022-12-18 20:54:24,2,60440,0,0
8116,32,2022-12-18 20:54:58,1,-69202,84392,0
8117,298,2022-12-18 20:55:38,3,0,0,1
8118,497,2022-12-18 20:55:49,2,38130,0,0
8119,62,2022-12-18 20:56:21,1,-45896,40087,0
8120,400,2022-12-18 20:56:50,3,0,0,1
8121,166,2022-12-18 20:57:32,1,-30202,10012,0
8122,504,2022-12-18 20:57:40,2,19714,0,0
8123,22,2022-12-18 20:58:23,2,56454,0,0
8124,637,2022-12-18 20:59:03,3,0,0,2
8125,53,2022-12-18 20:59:11,1,-36809,20312,0
8126,59,2022-12-18 20:59:49,3,0,0,1
8127,413,2022-12-18 21:00:30,1,-20136,29267,0
8128,180,2022-12-18 21:00:59,3,0,0,2
8129,122,2022-12-18 21:01:33,1,-40145,79283,0
8130,172,2022-12-18 21:02:00,3,0,0,2
8131,180,2022-12-18 21:02:27,3,0,0,1
8132,862,2022-12-18 21:02:29,2,79755,0,0
8133,424,2022-12-18 21:03:06,3,0,0,1
8134,365,2022-12-18 21:03:30,3,0,0,2
8135,363,2022-12-18 21:04:12,1,-76894,99473,0
8136,971,2022-12-18 21:04:46,3,0,0,2
8137,867,2022-12-18 21:04:56,3,0,0,1
8138,120,2022-12-18 21:05:07,3,0,0,2
8139,370,2022-12-18 21:05:32,3,0,0,2
8140,433,2022-12-18 21:05:36,1,-15324,11094,0
8141,216,2022-12-18 21:05:49,1,-9880,69199,0
8142,220,2022-12-18 21:06:15,3,0,0,2
8143,438,2022-12-18 21:06:17,2,33363,0,0
8144,46,2022-12-18 21:06:25,3,0,0,2
8145,387,2022-12-18 21:06:55,1,-30512,88331,0
8146,328,2022-12-18 21:07:27,1,-12465,24362,0
8147,535,2022-12-18 21:07:32,2,14220,0,0
8148,393,2022-12-18 21:07:53,3,0,0,1
8149,186,2022-12-18 21:08:24,1,-21512,45439,0
8150,596,2022-12-18 21:09:02,3,0,0,1
8151,267,2022-12-18 21:09:36,1,-78124,89431,0
8152,388,2022-12-18 21:09:55,1,-83440,59229,0
8153,790,2022-12-18 21:10:33,2,73266,0,0
8154,413,2022-12-18 21:11:00,3,0,0,2
8155,396,2022-12-18 21:11:02,2,45653,0,0
8156,354,2022-12-18 21:11:03,2,88108,0,0
8157,973,2022-12-18 21:11:32,1,-3436,794,0
8158,778,2022-12-18 21:12:09,2,51812,0,0
8159,17,2022-12-18 21:12:20,3,0,0,1
8160,511,2022-12-18 21:13:04,3,0,0,1
8161,177,2022-12-18 21:13:40,1,-26173,77692,0
8162,254,2022-12-18 21:14:00,2,80021,0,0
8163,130,2022-12-18 21:14:33,2,60667,0,0
8164,294,2022-12-18 21:15:03,2,47175,0,0
8165,735,2022-12-18 21:15:44,2,46922,0,0
8166,985,2022-12-18 21:15:57,2,91686,0,0
8167,513,2022-12-18 21:16:23,2,90433,0,0
8168,990,2022-12-18 21:16:42,2,74566,0,0
8169,872,2022-12-18 21:17:29,2,28216,0,0
8170,729,2022-12-18 21:18:03,1,-46650,21720,0
8171,861,2022-12-18 21:18:33,1,-41534,24545,0
8172,8,2022-12-18 21:19:03,2,79279,0,0
8173,107,2022-12-18 21:19:22,2,75632,0,0
8174,456,2022-12-18 21:19:40,2,64254,0,0
8175,42,2022-12-18 21:19:47,1,-9668,16177,0
8176,655,2022-12-18 21:20:10,1,-32849,87386,0
8177,206,2022-12-18 21:20:27,3,0,0,1
8178,821,2022-12-18 21:21:00,2,3071,0,0
8179,503,2022-12-18 21:21:18,2,92029,0,0
8180,894,2022-12-18 21:21:32,3,0,0,1
8181,836,2022-12-18 21:21:58,2,65575,0,0
8182,419,2022-12-18 21:22:31,3,0,0,2
8183,788,2022-12-18 21:22:46,3,0,0,2
8184,935,2022-12-18 21:23:10,3,0,0,2
8185,297,2022-12-18 21:23:21,3,0,0,2
8186,468,2022-12-18 21:23:50,3,0,0,1
8187,352,2022-12-18 21:24:28,2,31531,0,0
8188,191,2022-12-18 21:24:32,2,44178,0,0
8189,750,2022-12-18 21:24:39,3,0,0,1
8190,88,2022-12-18 21:24:57,2,29629,0,0
8191,501,2022-12-18 21:25:26,2,30848,0,0
8192,159,2022-12-18 21:25:51,2,42168,0,0
8193,917,2022-12-18 21:26:38,3,0,0,2
8194,344,2022-12-18 21:27:27,1,-17975,55563,0
8195,20,2022-12-18 21:27:56,1,-70894,76102,0
8196,528,2022-12-18 21:28:36,3,0,0,1
8197,262,2022-12-18 21:28:50,2,77666,0,0
8198,744,2022-12-18 21:29:12,3,0,0,1
8199,209,2022-12-18 21:29:55,1,-52115,32602,0
8200,273,2022-12-18 21:30:01,1,-43136,9462,0
8201,958,2022-12-18 21:30:25,1,-64129,92566,0
8202,79,2022-12-18 21:30:30,2,61865,0,0
8203,581,2022-12-18 21:30:36,2,86640,0,0
8204,503,2022-12-18 21:30:46,3,0,0,2
8205,461,2022-12-18 21:31:24,1,-89102,97810,0
8206,770,2022-12-18 21:31:30,3,0,0,2
8207,541,2022-12-18 21:32:07,1,-12711,18592,0
8208,971,2022-12-18 21:32:49,1,-70978,24122,0
8209,806,2022-12-18 21:33:04,3,0,0,2
8210,348,2022-12-18 21:33:20,3,0,0,2
8211,770,2022-12-18 21:34:00,3,0,0,2
8212,21,2022-12-18 21:34:05,2,39364,0,0
8213,769,2022-12-18 21:34:12,3,0,0,1
8214,708,2022-12-18 21:34:43,1,-35140,11110,0
8215,234,2022-12-18 21:35:05,2,79174,0,0
8216,854,2022-12-18 21:35:16,2,71039,0,0
8217,546,2022-12-18 21:35:41,3,0,0,2
8218,230,2022-12-18 21:35:55,1,-56848,51246,0
8219,365,2022-12-18 21:36:21,2,14244,0,0
8220,60,2022-12-18 21:36:52,2,80027,0,0
8221,651,2022-12-18 21:37:02,3,0,0,1
8222,87,2022-12-18 21:37:26,2,43845,0,0
8223,49,2022-12-18 21:37:45,2,38105,0,0
8224,154,2022-12-18 21:38:14,1,-8556,73423,0
8225,861,2022-12-18 21:38:15,2,54816,0,0
8226,678,2022-12-18 21:38:37,3,0,0,2
8227,259,2022-12-18 21:38:49,1,-1051,69816,0
8228,338,2022-12-18 21:38:55,1,-90468,10659,0
8229,263,2022-12-18 21:39:28,1,-33151,51734,0
8230,575,2022-12-18 21:40:18,3,0,0,2
8231,18,2022-12-18 21:40:59,1,-65501,57638,0
8232,805,2022-12-18 21:41:03,2,34021,0,0
8233,978,2022-12-18 21:41:33,3,0,0,2
8234,414,2022-12-18 21:42:08,1,-16746,16037,0
8235,48,2022-12-18 21:42:19,3,0,0,2
8236,869,2022-12-18 21:42:42,2,24732,0,0
8237,53,2022-12-18 21:43:23,1,-37825,31533,0
8238,771,2022-12-18 21:43:58,2,80321,0,0
8239,414,2022-12-18 21:44:32,2,32614,0,0
